,time,tien,tyle
0,07/09/2021,True,15
1,07/06/2021,True,11
2,05/01/2021,True,10
3,29/09/2020,False,"20%                           Thưởng bằng Cổ phiếu, tỷ lệ 5:1"
4,29/06/2020,True,15
5,26/12/2019,True,10
6,16/09/2019,True,20
7,05/06/2019,True,15
8,27/12/2018,True,10
9,05/09/2018,False,"20%                           Thưởng bằng Cổ phiếu, tỷ lệ 5:1"
10,05/06/2018,True,15
11,28/12/2017,True,15
12,14/08/2017,True,20
13,04/05/2017,True,20
14,19/08/2016,False,"40%                           Thưởng bằng Cổ phiếu, tỷ lệ 5:1"
15,03/06/2016,True,20
16,05/08/2015,False,"40%                           Thưởng bằng Cổ phiếu, tỷ lệ 5:1"
17,12/06/2015,True,20
18,13/08/2014,False,"20%                           Thưởng bằng Cổ phiếu, tỷ lệ 5:1"
19,13/05/2014,True,20
20,16/12/2013,True,8
21,20/08/2013,True,20
22,14/06/2013,True,18
23,21/08/2012,True,20
24,06/04/2012,True,20
25,13/09/2011,True,20
26,13/08/2010,True,30
27,08/04/2010,True,10
28,20/07/2009,True,20
29,26/11/2008,True,19
30,18/08/2008,True,10
31,17/04/2008,True,10
32,27/06/2007,True,19
33,31/01/2007,True,10
